idx,image_path,baseline_lmk_err,residual_lmk_err,delta_residual_minus_base,residual_cam_score,residual_lmk_abs_max
94,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_5_2_smile_9.jpg,0.05049542710185051,0.04562559723854065,-0.00486982986330986,8.21054613403976,0.6641280651092529
95,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_5_12_lip_puckerer_47.jpg,0.08044321089982986,0.07413776963949203,-0.00630544126033783,9.369858041405678,0.7847843170166016
96,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_14_5_jaw_left_49.jpg,0.7592461705207825,0.7654882073402405,0.006242036819458008,7.319893509149551,0.7311731576919556
97,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_15_3_mouth_stretch_49.jpg,0.08391845971345901,0.0851973369717598,0.0012788772583007812,8.62378878891468,0.7433430552482605
98,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_19_18_eye_closed_54.jpg,0.05886157974600792,0.052857622504234314,-0.006003957241773605,9.292503443197347,0.7888758778572083
99,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_7_2_smile_11.jpg,0.30248090624809265,0.3008900582790375,-0.0015908479690551758,6.410059094429016,0.6806608438491821
100,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_19_7_jaw_forward_7.jpg,0.06319834291934967,0.05992739275097847,-0.0032709501683712006,8.842850502580404,0.7261017560958862
101,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_14_5_jaw_left_64.jpg,0.0614534467458725,0.05881677567958832,-0.0026366710662841797,8.274203158915043,0.7808770537376404
102,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_17_19_brow_raiser_30.jpg,0.051251769065856934,0.04590706154704094,-0.005344707518815994,9.03423690609634,0.7278898358345032
103,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_2_2_smile_6.jpg,0.07535848766565323,0.0796423926949501,0.004283905029296875,9.004385650157928,0.7742748260498047
104,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_20_2_smile_33.jpg,0.04167948290705681,0.04083694517612457,-0.0008425377309322357,7.834868919104338,0.7346497774124146
105,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_18_4_anger_7.jpg,0.052234403789043427,0.0496923066675663,-0.002542097121477127,8.33126051723957,0.7132061123847961
106,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_11_19_brow_raiser_61.jpg,0.8130416870117188,0.8141732811927795,0.001131594181060791,7.484588295221329,0.6699493527412415
107,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_12_8_mouth_left_32.jpg,0.31258824467658997,0.31159570813179016,-0.0009925365447998047,7.659425720572472,0.752690315246582
108,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_14_14_sadness_62.jpg,0.36825257539749146,0.3676469922065735,-0.0006055831909179688,7.306201174855232,0.6137717962265015
109,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_9_6_jaw_right_23.jpg,0.05212952196598053,0.04255986958742142,-0.009569652378559113,8.873519020155072,0.7601226568222046
110,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_3_2_smile_47.jpg,0.07933103293180466,0.06559350341558456,-0.013737529516220093,9.249843696132302,0.7682678699493408
111,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_18_11_chin_raiser_19.jpg,0.055310964584350586,0.047729168087244034,-0.007581796497106552,9.422217099927366,0.7698076367378235
112,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_13_3_mouth_stretch_8.jpg,0.04441026225686073,0.039895009249448776,-0.004515253007411957,7.734099172055721,0.685572624206543
113,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_4_13_lip_funneler_20.jpg,0.03715047985315323,0.03759558126330376,0.00044510141015052795,8.531227018684149,0.7062703371047974
